File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF227HLD	tsv	transcript quantifications	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF899WWQ, ENCFF940AZB	26750852	ENCODE Processing Pipeline	9bed8b3730f9740eea7c64232a13aa2b		https://www.encodeproject.org/files/ENCFF227HLD/@@download/ENCFF227HLD.tsv	GRCh38			released				
ENCFF666BUQ	tsv	gene quantifications	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF899WWQ, ENCFF940AZB	9915129	ENCODE Processing Pipeline	da984343ab5f7cff4fe54deea083808b		https://www.encodeproject.org/files/ENCFF666BUQ/@@download/ENCFF666BUQ.tsv	GRCh38			released				
ENCFF476RZH	bam	alignments	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000GZD, ENCFF000GZF	23920329465	Anshul Kundaje, Stanford	2144392de4643bcbc4baefdfb492d174		https://www.encodeproject.org/files/ENCFF476RZH/@@download/ENCFF476RZH.bam	GRCh38			archived				
ENCFF927RWQ	bam	alignments	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	adult	male, female	62 year, 65 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF000GYE, ENCFF000GYW	31116622336	Anshul Kundaje, Stanford	acbbcf77fa4e6deeebff165d1d9d9cc2		https://www.encodeproject.org/files/ENCFF927RWQ/@@download/ENCFF927RWQ.bam	GRCh38			archived				
ENCFF000GGS	bigWig	minus strand signal	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2	1							324112683	Thomas Gingeras, CSHL	6aea942f81dbcd609ff91737bea585f5		https://www.encodeproject.org/files/ENCFF000GGS/@@download/ENCFF000GGS.bigWig	hg19			archived		missing derived_from		
ENCFF000GGT	bigWig	plus strand signal	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2	1							330575785	Thomas Gingeras, CSHL	b008c0090fdb9677b549a42f28133e74		https://www.encodeproject.org/files/ENCFF000GGT/@@download/ENCFF000GGT.bigWig	hg19			archived		missing derived_from		
ENCFF000GGV	bam	alignments	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF000GGZ, ENCFF000GHA	24858943858	Thomas Gingeras, CSHL	ad25d4ec87cccf26a64cac2afaffeee0		https://www.encodeproject.org/files/ENCFF000GGV/@@download/ENCFF000GGV.bam	hg19			archived				
ENCFF000GGX	bam	alignments	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000GHX, ENCFF000GHY	21854457683	Thomas Gingeras, CSHL	983f7479d15a52f29a03c37f02ec0923		https://www.encodeproject.org/files/ENCFF000GGX/@@download/ENCFF000GGX.bam	hg19			archived				
ENCFF000GGY	bigWig	minus strand signal	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1							327045076	Thomas Gingeras, CSHL	f49676ff01812cd2af594afff8cff629		https://www.encodeproject.org/files/ENCFF000GGY/@@download/ENCFF000GGY.bigWig	hg19			archived		missing derived_from		
ENCFF000GGZ	fastq	reads	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2	1	101		paired-ended	2	ENCFF000GHA		15453822439	Thomas Gingeras, CSHL	a188b37fc5e4a7906ea52a8d7deb1437	SRA:SRR5048184	https://www.encodeproject.org/files/ENCFF000GGZ/@@download/ENCFF000GGZ.fastq.gz		HiSeq 2000		released				
ENCFF000GHA	fastq	reads	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2	1	101		paired-ended	1	ENCFF000GGZ		15236390015	Thomas Gingeras, CSHL	7c6be24a34ac1cb70ec0b2ab29bb4f41	SRA:SRR5048184	https://www.encodeproject.org/files/ENCFF000GHA/@@download/ENCFF000GHA.fastq.gz		HiSeq 2000		released				
ENCFF000GHC	bigWig	plus strand signal	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1							332079214	Thomas Gingeras, CSHL	d6e37a151d90caa86da8750f4be5b5c0		https://www.encodeproject.org/files/ENCFF000GHC/@@download/ENCFF000GHC.bigWig	hg19			archived		missing derived_from		
ENCFF000GHD	bigBed bedRnaElements	contigs	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE												44065243	Thomas Gingeras, CSHL	860167eb03b631df6feafc08c4bb08f7		https://www.encodeproject.org/files/ENCFF000GHD/@@download/ENCFF000GHD.bigBed	hg19			archived		missing derived_from		
ENCFF000GHE	gtf	exon quantifications	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE												21608311	Thomas Gingeras, CSHL	cc76b09197488866a366eb214855efe5		https://www.encodeproject.org/files/ENCFF000GHE/@@download/ENCFF000GHE.gtf.gz	hg19			archived		missing derived_from		
ENCFF000GHG	gtf	exon quantifications	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE												20709348	Thomas Gingeras, CSHL	6580625de8c0ea2fe0cd41ea63937023		https://www.encodeproject.org/files/ENCFF000GHG/@@download/ENCFF000GHG.gtf.gz	hg19			archived		missing derived_from		
ENCFF000GHI	gtf	gene quantifications	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE												6936054	Thomas Gingeras, CSHL	9bd82d89458691ee407571607e55f8ed		https://www.encodeproject.org/files/ENCFF000GHI/@@download/ENCFF000GHI.gtf.gz	hg19			archived		missing derived_from		
ENCFF000GHK	gtf	gene quantifications	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE												1917422	Thomas Gingeras, CSHL	b6ecdd5aad06b1e9b7465b776f85568f		https://www.encodeproject.org/files/ENCFF000GHK/@@download/ENCFF000GHK.gtf.gz	hg19			archived		missing derived_from		
ENCFF000GHM	bigBed bedRnaElements	splice junctions	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE												13399125	Thomas Gingeras, CSHL	e902d775fa1832c7f08897395b3cd12f		https://www.encodeproject.org/files/ENCFF000GHM/@@download/ENCFF000GHM.bigBed	hg19			archived		missing derived_from		
ENCFF000GHP	gtf	transcript quantifications	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE												7591400	Thomas Gingeras, CSHL	52792a0fe20741af2e8851f6a2db09f6		https://www.encodeproject.org/files/ENCFF000GHP/@@download/ENCFF000GHP.gtf.gz	hg19			archived		missing derived_from		
ENCFF000GHR	gtf	transcript quantifications	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE												5196562	Thomas Gingeras, CSHL	c16acd3251b0c83f1014e5ea899ac4c6		https://www.encodeproject.org/files/ENCFF000GHR/@@download/ENCFF000GHR.gtf.gz	hg19			archived		missing derived_from		
ENCFF000GHX	fastq	reads	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1	101		paired-ended	1	ENCFF000GHY		13680008563	Thomas Gingeras, CSHL	d8bb5e9322e35ec6200c50c6d6402b3e	SRA:SRR5048183	https://www.encodeproject.org/files/ENCFF000GHX/@@download/ENCFF000GHX.fastq.gz		HiSeq 2000		released				
ENCFF000GHY	fastq	reads	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1	101		paired-ended	2	ENCFF000GHX		13910131958	Thomas Gingeras, CSHL	930f80901b069f5bb2f83ae27df1f980	SRA:SRR5048183	https://www.encodeproject.org/files/ENCFF000GHY/@@download/ENCFF000GHY.fastq.gz		HiSeq 2000		released				
ENCFF205HRA	bed bedRnaElements	contigs	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE											ENCFF000GHD	35128107	ENCODE Consortium	3b08ed089e4b2f65ea912062e0f68a5a		https://www.encodeproject.org/files/ENCFF205HRA/@@download/ENCFF205HRA.bed.gz	hg19			archived				
ENCFF398MIO	bed bedRnaElements	splice junctions	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE											ENCFF000GHM	12437834	ENCODE Consortium	2f7da41ade442f1e356932d8918c4f38		https://www.encodeproject.org/files/ENCFF398MIO/@@download/ENCFF398MIO.bed.gz	hg19			archived				
ENCFF944WKQ	bam	alignments	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000GHX, ENCFF000GHY	29158288072	Anshul Kundaje, Stanford	9040a1388c80125caf03d85500a81245		https://www.encodeproject.org/files/ENCFF944WKQ/@@download/ENCFF944WKQ.bam	GRCh38			archived				
ENCFF512TSP	bam	alignments	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF000GGZ, ENCFF000GHA	31856532510	Anshul Kundaje, Stanford	84612ef51ada3f81f1b354dfbf883bf1		https://www.encodeproject.org/files/ENCFF512TSP/@@download/ENCFF512TSP.bam	GRCh38			archived				
ENCFF383ZYZ	bam	alignments	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000GHX, ENCFF000GHY, ENCFF742NER	31907958007	ENCODE Processing Pipeline	d93cf01c828c5b4d4dcea99455935f4b		https://www.encodeproject.org/files/ENCFF383ZYZ/@@download/ENCFF383ZYZ.bam	GRCh38			released				
ENCFF253FIY	bam	transcriptome alignments	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000GHX, ENCFF000GHY, ENCFF742NER	26003890578	ENCODE Processing Pipeline	e4e0dcebdf5c6998510deabac0088d04		https://www.encodeproject.org/files/ENCFF253FIY/@@download/ENCFF253FIY.bam	GRCh38			released				
ENCFF272UGL	bam	alignments	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF000GGZ, ENCFF000GHA, ENCFF742NER	34917528654	ENCODE Processing Pipeline	837336c6bce3c5cdc76c44e549f3e2c3		https://www.encodeproject.org/files/ENCFF272UGL/@@download/ENCFF272UGL.bam	GRCh38			released				
ENCFF149KUN	bam	transcriptome alignments	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF000GGZ, ENCFF000GHA, ENCFF742NER	28089118432	ENCODE Processing Pipeline	9efd6657cdd138935fa410964c1494f6		https://www.encodeproject.org/files/ENCFF149KUN/@@download/ENCFF149KUN.bam	GRCh38			released				
ENCFF055RMG	bigWig	plus strand signal of all reads	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF272UGL	321798587	ENCODE Processing Pipeline	7c72b3a127b75d338b1d4d765cc3153c		https://www.encodeproject.org/files/ENCFF055RMG/@@download/ENCFF055RMG.bigWig	GRCh38			released				
ENCFF287HNY	bigWig	minus strand signal of all reads	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF272UGL	316281990	ENCODE Processing Pipeline	11da29d1da127878c17e41561fe47c2c		https://www.encodeproject.org/files/ENCFF287HNY/@@download/ENCFF287HNY.bigWig	GRCh38			released				
ENCFF646RZL	tsv	gene quantifications	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF253FIY, ENCFF940AZB	9910176	ENCODE Processing Pipeline	2c6084db1af84c0f81f3062d4a378809		https://www.encodeproject.org/files/ENCFF646RZL/@@download/ENCFF646RZL.tsv	GRCh38			released				
ENCFF547SSN	tsv	transcript quantifications	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF149KUN, ENCFF940AZB	26701042	ENCODE Processing Pipeline	00a58aeec83651c07dde1a74015db14b		https://www.encodeproject.org/files/ENCFF547SSN/@@download/ENCFF547SSN.tsv	GRCh38			released				
ENCFF251KGU	bigWig	minus strand signal of unique reads	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF383ZYZ	306081960	ENCODE Processing Pipeline	ceb83ee1a514684ecf8c69be13d87c6d		https://www.encodeproject.org/files/ENCFF251KGU/@@download/ENCFF251KGU.bigWig	GRCh38			released				
ENCFF286ALC	bigWig	plus strand signal of unique reads	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF383ZYZ	311631262	ENCODE Processing Pipeline	cdee6dc143215ff82174fe8bab03b578		https://www.encodeproject.org/files/ENCFF286ALC/@@download/ENCFF286ALC.bigWig	GRCh38			released				
ENCFF673DFK	bigWig	plus strand signal of unique reads	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF272UGL	303791488	ENCODE Processing Pipeline	c601f74171856544b84a8b59462e71ab		https://www.encodeproject.org/files/ENCFF673DFK/@@download/ENCFF673DFK.bigWig	GRCh38			released				
ENCFF816PBJ	bigWig	plus strand signal of all reads	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF383ZYZ	329957139	ENCODE Processing Pipeline	0431b5ea0145561b0dac3c5962377100		https://www.encodeproject.org/files/ENCFF816PBJ/@@download/ENCFF816PBJ.bigWig	GRCh38			released				
ENCFF195EKF	bigWig	minus strand signal of all reads	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF383ZYZ	326190476	ENCODE Processing Pipeline	02587d3bc776db36186d317db1d9dea2		https://www.encodeproject.org/files/ENCFF195EKF/@@download/ENCFF195EKF.bigWig	GRCh38			released				
ENCFF533SSV	bigWig	minus strand signal of unique reads	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF272UGL	296718936	ENCODE Processing Pipeline	4fd17c4fb1fdce3cfbd371a0456f83b5		https://www.encodeproject.org/files/ENCFF533SSV/@@download/ENCFF533SSV.bigWig	GRCh38			released				
ENCFF849RPL	tsv	gene quantifications	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF149KUN, ENCFF940AZB	9899803	ENCODE Processing Pipeline	05a1b5dac6e993c76b9c32f4e13d00d2		https://www.encodeproject.org/files/ENCFF849RPL/@@download/ENCFF849RPL.tsv	GRCh38			released				
ENCFF923WRU	tsv	transcript quantifications	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF253FIY, ENCFF940AZB	26741691	ENCODE Processing Pipeline	4abee9c499a6fbf4f7edbe5db8844c58		https://www.encodeproject.org/files/ENCFF923WRU/@@download/ENCFF923WRU.tsv	GRCh38			released				
ENCFF707OQO	bam	alignments	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000GHX, ENCFF000GHY, ENCFF839KAI	28178282757	ENCODE Processing Pipeline	94a49330316142339f251d36ff1bbdfd		https://www.encodeproject.org/files/ENCFF707OQO/@@download/ENCFF707OQO.bam	hg19			released				
ENCFF257XKH	bam	transcriptome alignments	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF000GHX, ENCFF000GHY, ENCFF839KAI	26959213086	ENCODE Processing Pipeline	1dfa86364320cbc3caee6d66dcf3f284		https://www.encodeproject.org/files/ENCFF257XKH/@@download/ENCFF257XKH.bam	hg19			released				
ENCFF018EEE	bam	alignments	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF000GGZ, ENCFF000GHA, ENCFF839KAI	30812256985	ENCODE Processing Pipeline	dc2ad167f6bc478a1a703bcc93048d9c		https://www.encodeproject.org/files/ENCFF018EEE/@@download/ENCFF018EEE.bam	hg19			released				
ENCFF917NPA	bam	transcriptome alignments	ENCSR000CUD	RNA-seq	CL:0002540	mesenchymal stem cell of the bone marrow	stem cell	adult	male, female	57 year, 60 year	Homo sapiens							RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF000GGZ, ENCFF000GHA, ENCFF839KAI	29275598394	ENCODE Processing Pipeline	feaa2c731d6186b0e59219c9e781b7f3		https://www.encodeproject.org/files/ENCFF917NPA/@@download/ENCFF917NPA.bam	hg19			released				
